EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobSatisfaction,WorkLifeBalance,PerformanceRating,EducationField
8430,35,Female,Finance,Research Scientist,10337,2,2,9,11,No,2,2,3,Other
8432,41,Male,IT,Sales Executive,10102,16,3,4,5,No,1,1,1,Marketing
8433,36,Male,HR,Developer,4009,17,9,1,2,Yes,4,1,3,Marketing
8434,52,Male,Finance,Developer,11973,12,7,5,2,No,3,1,2,Life Sciences
8436,31,Female,HR,Analyst,15167,15,6,8,8,No,3,3,4,Other
8437,31,Female,HR,Research Scientist,5186,3,1,2,0,No,1,1,1,Other
8438,49,Female,Finance,HR Specialist,14511,17,8,4,3,No,2,3,4,Marketing
8439,51,Female,IT,Manager,16852,13,5,2,11,No,2,2,4,Technical Degree
8440,58,Female,R&D,Sales Executive,12398,5,5,8,13,No,4,4,2,Human Resources
8442,36,Female,R&D,Manager,15684,16,5,9,4,No,4,2,4,Medical
8443,42,Male,IT,Manager,19688,7,0,6,1,No,3,4,3,Medical
8446,25,Male,Finance,HR Specialist,8349,16,5,8,10,No,4,3,1,Other
8448,49,Female,Sales,Analyst,19051,18,14,4,4,No,2,2,4,Life Sciences
8449,44,Female,IT,Analyst,10540,7,0,1,7,No,3,2,4,Medical
8450,43,Male,Sales,Sales Executive,17662,16,12,0,2,No,2,3,2,Marketing
8451,45,Female,Finance,Analyst,6347,4,4,1,11,No,3,2,3,Human Resources
8452,47,Female,Finance,Analyst,18711,10,2,3,13,Yes,4,1,3,Other
8453,51,Female,R&D,Developer,6949,11,8,3,2,No,1,3,2,Life Sciences
8454,54,Female,Sales,Developer,19888,14,1,0,5,Yes,1,1,4,Medical
8455,37,Female,HR,Developer,10765,11,3,7,7,No,3,1,3,Other
8456,43,Female,IT,Developer,6406,6,2,9,0,No,4,1,2,Human Resources
8458,28,Male,HR,Developer,14956,9,2,7,12,No,3,2,1,Life Sciences
8459,47,Female,IT,Manager,17866,15,13,4,6,No,2,4,4,Technical Degree
8462,51,Female,Finance,Sales Executive,19304,16,0,3,8,No,4,4,2,Life Sciences
8463,44,Male,Finance,HR Specialist,19697,13,7,0,14,No,1,2,3,Medical
8464,53,Female,Sales,Research Scientist,7315,17,0,9,9,No,1,1,2,Life Sciences
8465,43,Male,HR,Research Scientist,5687,11,10,0,11,No,4,3,2,Technical Degree
8466,30,Female,HR,Manager,8523,15,0,9,10,No,1,3,2,Medical
8467,52,Male,HR,HR Specialist,12910,7,6,2,14,No,2,1,1,Technical Degree
8469,30,Male,R&D,Manager,7315,10,3,2,0,No,1,2,4,Other
8470,34,Male,R&D,Research Scientist,5414,14,9,2,0,No,4,3,2,Life Sciences
8472,56,Male,R&D,Manager,8806,15,3,3,14,No,3,3,4,Other
8473,54,Female,Sales,Sales Executive,19371,16,4,2,5,No,3,1,1,Technical Degree
8474,42,Female,Sales,Manager,14258,13,4,8,13,No,2,1,3,Life Sciences
8475,52,Male,Finance,Analyst,4759,1,1,0,7,No,2,4,2,Marketing
8476,55,Male,Finance,Research Scientist,6125,14,14,7,10,No,3,3,2,Marketing
8478,56,Male,Finance,Research Scientist,14226,12,8,7,12,No,3,1,1,Life Sciences
8484,53,Female,IT,Research Scientist,4268,12,0,6,6,No,4,4,3,Medical
8485,40,Female,Finance,Analyst,7194,7,7,6,3,No,3,1,3,Other
8486,54,Female,R&D,Sales Executive,13251,8,7,1,0,No,1,4,4,Life Sciences
8490,55,Male,Sales,Manager,6219,10,3,8,10,No,4,3,1,Human Resources
8491,36,Female,IT,Manager,11370,15,12,8,7,No,2,2,4,Life Sciences
8493,40,Male,IT,Sales Executive,7930,14,9,0,1,No,2,3,3,Technical Degree
8494,36,Male,R&D,Manager,7677,6,0,0,12,Yes,1,2,4,Life Sciences
8495,27,Male,Sales,Research Scientist,8472,1,0,3,1,No,1,2,3,Other
8497,58,Female,HR,Manager,16728,16,13,7,4,No,2,3,2,Life Sciences
8498,41,Male,R&D,Research Scientist,16916,10,0,2,4,No,3,4,1,Other
8499,55,Female,Finance,Sales Executive,16881,18,2,3,5,No,2,3,3,Marketing
8500,59,Male,R&D,Manager,15483,9,9,5,1,No,3,3,3,Medical
8501,47,Male,HR,Sales Executive,5529,3,2,8,14,No,2,2,2,Marketing
8502,39,Female,HR,Research Scientist,12127,12,3,3,7,No,3,3,4,Medical
8507,35,Female,R&D,Sales Executive,6434,17,10,6,7,No,2,4,3,Other
8508,49,Female,IT,Manager,10728,17,10,8,7,No,1,1,1,Medical
8509,45,Female,R&D,Analyst,5665,15,8,9,1,No,3,4,1,Technical Degree
8510,34,Female,R&D,Research Scientist,14184,15,9,5,8,No,1,2,3,Human Resources
8512,40,Male,Sales,Manager,11475,13,9,4,2,Yes,3,3,4,Medical
8514,48,Female,IT,Research Scientist,14011,5,1,1,8,No,4,1,2,Medical
8515,40,Male,Sales,Research Scientist,15660,5,2,2,2,No,1,3,2,Human Resources
8517,47,Female,IT,Sales Executive,10988,17,7,2,4,Yes,3,4,2,Marketing
8518,49,Male,Finance,Manager,10206,8,8,2,7,No,3,2,3,Medical
8519,39,Male,IT,Research Scientist,5133,15,3,8,12,No,3,3,3,Marketing
8520,57,Male,Sales,HR Specialist,15386,14,8,3,12,Yes,4,1,1,Technical Degree
8523,25,Male,Finance,HR Specialist,6931,12,1,6,4,No,2,4,4,Human Resources
8524,50,Male,R&D,Manager,9025,18,6,9,13,No,4,2,4,Marketing
8526,31,Female,Finance,Developer,10126,15,1,7,1,No,2,3,1,Other
8528,52,Male,IT,Manager,15537,12,5,5,2,No,4,3,4,Life Sciences
8529,24,Female,HR,Manager,7505,15,8,9,5,No,4,4,1,Human Resources
8530,23,Male,Finance,Developer,12601,11,4,9,11,No,2,2,3,Medical
8531,46,Female,Sales,Developer,15059,6,0,4,12,No,3,3,1,Life Sciences
8532,27,Male,R&D,Research Scientist,16395,13,4,7,3,No,4,1,3,Technical Degree
8533,47,Female,IT,Sales Executive,14162,17,9,0,14,No,1,3,4,Technical Degree
8534,29,Female,Finance,Analyst,13779,18,6,8,11,No,2,1,1,Life Sciences
8535,56,Male,IT,Research Scientist,3798,12,10,8,14,No,4,3,2,Technical Degree
8537,46,Female,Sales,Sales Executive,10495,18,6,7,8,No,3,4,1,Technical Degree
8538,39,Female,Finance,HR Specialist,16791,3,3,8,2,No,1,3,2,Marketing
8539,22,Female,Finance,Research Scientist,10449,13,9,4,5,No,4,1,1,Marketing
8541,25,Male,R&D,Developer,17904,17,5,0,14,No,2,4,3,Technical Degree
8542,58,Male,HR,Research Scientist,18474,18,10,4,3,No,2,2,3,Medical
8543,36,Female,Finance,Developer,3185,18,9,7,0,No,2,2,1,Technical Degree
8545,59,Male,Finance,Developer,15288,18,0,3,12,No,1,2,1,Life Sciences
8547,47,Female,HR,Sales Executive,12877,7,6,3,14,No,4,4,2,Human Resources
8550,35,Female,Finance,Research Scientist,5945,4,0,0,12,No,2,4,1,Marketing
8551,40,Female,Finance,HR Specialist,11060,10,8,9,7,No,4,2,2,Life Sciences
8552,51,Female,IT,Research Scientist,13494,18,1,5,2,No,3,3,2,Human Resources
8553,26,Male,IT,Sales Executive,3078,18,7,3,1,No,3,4,3,Human Resources
8554,52,Male,Sales,HR Specialist,15138,16,4,1,0,No,2,1,4,Human Resources
8556,40,Female,IT,Analyst,11977,19,9,3,13,No,4,2,4,Technical Degree
8561,27,Female,IT,HR Specialist,19742,19,6,2,0,Yes,4,2,4,Technical Degree
8562,59,Female,R&D,Manager,4765,3,0,1,9,No,4,2,4,Medical
8565,32,Female,Finance,Sales Executive,8649,10,2,0,11,No,2,1,2,Medical
8566,26,Male,Sales,Manager,8991,14,14,5,0,Yes,2,3,2,Technical Degree
8567,38,Female,Sales,Research Scientist,17539,19,12,7,12,No,1,1,2,Life Sciences
8570,36,Male,IT,Analyst,3142,14,3,9,12,No,1,2,4,Life Sciences
8571,34,Male,HR,Developer,12315,13,2,6,13,No,3,3,1,Life Sciences
8572,32,Female,R&D,Analyst,3283,10,10,9,1,No,4,2,2,Marketing
8573,47,Female,IT,Manager,19767,9,1,8,11,No,3,3,2,Other
8574,43,Female,HR,HR Specialist,15474,18,6,6,13,No,2,4,1,Life Sciences
8578,30,Male,IT,Research Scientist,10586,6,4,1,4,No,1,3,2,Life Sciences
8579,25,Female,IT,Sales Executive,15187,11,6,7,12,No,3,4,4,Human Resources
8580,39,Male,Finance,Analyst,18020,1,0,6,9,No,2,3,4,Other
8582,54,Male,Sales,Analyst,12507,5,1,1,2,No,2,3,1,Marketing
8583,50,Female,HR,Developer,8708,18,13,0,14,No,1,2,4,Other
8584,31,Female,HR,Developer,7531,5,5,3,12,No,4,3,3,Other
8585,30,Male,Finance,Developer,15614,12,12,6,0,Yes,3,4,1,Medical
8587,49,Male,HR,Research Scientist,3566,13,2,9,1,No,1,3,1,Medical
8588,24,Male,Sales,Developer,5735,15,9,1,11,Yes,3,2,1,Technical Degree
8589,35,Male,Sales,Research Scientist,13709,1,0,6,3,No,2,4,3,Marketing
8591,36,Male,IT,Research Scientist,18120,12,2,8,11,No,1,4,1,Other
8592,23,Female,IT,Developer,13146,13,3,1,0,No,4,3,3,Life Sciences
8593,45,Female,HR,Sales Executive,15986,13,0,9,4,No,1,1,1,Life Sciences
8596,57,Male,Sales,Analyst,8614,4,2,0,11,No,3,4,4,Medical
8600,59,Female,R&D,Developer,3810,15,11,6,5,No,4,4,2,Medical
8602,48,Male,Finance,HR Specialist,11137,13,5,8,9,No,1,2,2,Life Sciences
8603,36,Male,R&D,Sales Executive,18765,8,7,5,3,No,3,3,4,Marketing
8605,22,Male,IT,Sales Executive,3778,14,1,0,6,No,3,3,1,Life Sciences
8606,25,Male,R&D,Manager,16622,9,9,0,13,No,3,1,4,Medical
8607,50,Male,HR,Analyst,10667,14,8,1,11,No,3,4,4,Medical
8608,22,Female,Sales,Sales Executive,17307,16,9,8,14,No,1,2,2,Human Resources
8610,32,Male,Finance,Research Scientist,10357,7,0,0,4,Yes,4,1,4,Life Sciences
8611,31,Female,Finance,Sales Executive,5553,3,0,3,4,No,3,1,3,Life Sciences
8612,38,Female,IT,Research Scientist,16971,10,6,8,12,Yes,1,4,3,Other
8613,57,Female,HR,Sales Executive,15880,18,5,7,0,No,3,3,2,Human Resources
8614,47,Female,HR,Sales Executive,7564,13,9,6,5,Yes,2,2,4,Technical Degree
8615,42,Male,Finance,Research Scientist,9464,17,13,7,12,Yes,1,2,1,Human Resources
8618,32,Male,Sales,Sales Executive,6705,9,0,6,6,No,2,1,1,Marketing
8619,32,Female,Finance,Sales Executive,6358,12,9,0,1,No,4,1,4,Life Sciences
8620,27,Male,HR,HR Specialist,12044,18,9,5,3,No,3,1,2,Technical Degree
8622,27,Male,HR,Research Scientist,8200,15,9,7,7,No,2,1,1,Other
8623,34,Male,HR,Manager,7629,11,6,4,0,No,1,3,4,Technical Degree
8624,43,Female,R&D,Manager,8603,15,12,7,12,No,4,1,1,Other
8625,52,Female,Finance,Research Scientist,7474,16,7,9,5,No,1,2,4,Technical Degree
8626,43,Male,Sales,HR Specialist,11647,15,14,0,2,No,1,3,4,Medical
8629,35,Female,Finance,Analyst,15605,8,0,3,11,No,2,1,2,Life Sciences
8630,26,Male,Finance,HR Specialist,17669,11,10,4,13,No,3,3,1,Human Resources
8631,57,Male,IT,Analyst,3229,12,10,1,0,Yes,1,2,1,Other
8632,53,Male,Finance,Manager,15795,13,12,6,13,No,3,3,2,Other
8633,55,Male,Finance,Developer,8019,11,2,8,7,No,3,4,4,Other
8634,28,Male,HR,Analyst,6477,2,1,6,4,No,1,3,3,Other
8635,31,Female,Sales,Developer,18304,15,2,0,0,No,1,3,2,Marketing
8636,38,Male,HR,Analyst,12982,17,14,1,12,No,4,4,1,Human Resources
8638,42,Female,IT,Developer,3166,8,5,0,13,Yes,1,2,2,Marketing
8639,34,Male,Sales,Analyst,10350,14,9,1,4,No,4,3,4,Technical Degree
8640,22,Male,IT,HR Specialist,8695,7,2,4,10,No,1,3,2,Marketing
8641,22,Female,R&D,Research Scientist,14819,9,9,5,8,No,3,1,3,Human Resources
8643,59,Male,IT,Sales Executive,3927,4,3,0,9,No,1,3,1,Medical
8644,46,Female,Finance,HR Specialist,19182,5,0,1,2,No,2,1,2,Other
8645,47,Female,Finance,HR Specialist,14100,13,5,2,11,No,4,3,2,Technical Degree
8646,34,Female,Finance,Manager,16243,18,1,8,8,No,1,2,1,Technical Degree
8647,49,Female,Finance,Developer,11797,17,3,2,7,No,2,3,1,Human Resources
8648,54,Female,Finance,Analyst,15098,6,4,7,9,No,1,3,3,Other
8651,29,Female,Finance,Research Scientist,16790,12,2,4,10,No,2,1,4,Other
8652,22,Female,R&D,Analyst,3413,3,3,8,13,No,1,1,1,Human Resources
8654,26,Male,HR,Sales Executive,11718,5,2,2,14,No,1,2,2,Medical
8655,45,Male,HR,Analyst,3000,10,2,6,4,No,4,3,3,Human Resources
8656,27,Male,Sales,HR Specialist,11462,8,3,3,7,No,4,1,1,Medical
8658,22,Male,Finance,Manager,17310,18,8,6,12,No,1,2,2,Medical
8662,24,Male,IT,Research Scientist,4995,12,1,5,10,No,2,4,4,Human Resources
8663,40,Male,Sales,Developer,6577,15,11,9,13,No,2,3,1,Technical Degree
8664,50,Female,Finance,Manager,17907,11,8,2,8,No,4,3,2,Human Resources
8666,30,Male,Finance,Sales Executive,17322,14,7,3,1,Yes,3,1,4,Human Resources
8667,38,Female,Finance,Manager,9117,4,3,5,3,No,2,2,2,Marketing
8669,38,Female,IT,Sales Executive,10970,16,5,4,9,No,4,2,1,Marketing
8670,33,Male,R&D,HR Specialist,13793,7,5,7,4,Yes,1,3,2,Medical
8672,24,Female,Finance,Research Scientist,10212,14,5,5,4,No,3,4,4,Human Resources
8674,38,Male,R&D,Sales Executive,3412,15,8,3,8,No,3,1,2,Human Resources
8675,58,Male,Finance,Developer,17904,17,0,9,9,No,3,3,2,Medical
8676,36,Female,HR,Manager,18857,2,0,9,10,No,2,1,1,Technical Degree
8678,37,Male,IT,Research Scientist,5993,14,0,3,14,Yes,4,2,4,Technical Degree
8679,32,Male,IT,Analyst,14654,13,9,1,10,Yes,3,4,1,Medical
8681,59,Male,R&D,Research Scientist,14970,19,3,7,11,No,3,4,1,Life Sciences
8682,45,Female,HR,Developer,9977,16,1,3,2,No,3,3,3,Technical Degree
8683,37,Female,Finance,Research Scientist,16656,16,2,8,9,No,3,1,2,Technical Degree
8684,51,Female,Sales,Manager,18178,17,8,5,14,No,2,2,4,Human Resources
8687,45,Female,R&D,Developer,4468,15,7,5,12,No,1,4,3,Marketing
8688,45,Female,HR,Analyst,3232,13,2,3,2,No,2,4,2,Human Resources
8689,30,Male,IT,Manager,9885,19,12,9,12,No,2,1,1,Marketing
8690,43,Male,Sales,Developer,17232,19,7,8,14,Yes,3,3,4,Marketing
8691,33,Male,HR,Developer,4886,17,3,5,5,Yes,3,3,4,Life Sciences
8692,38,Male,Finance,Sales Executive,19693,8,5,2,7,No,4,2,3,Technical Degree
8693,46,Female,HR,Research Scientist,5748,13,3,3,4,Yes,4,2,3,Medical
8694,49,Male,Finance,Analyst,13717,12,10,3,10,No,4,2,1,Marketing
8695,36,Male,Finance,Analyst,4600,13,4,7,5,No,3,1,1,Other
8696,51,Male,R&D,Research Scientist,13291,18,9,4,0,Yes,2,2,2,Human Resources
8697,48,Male,HR,Manager,19929,16,14,7,9,No,4,3,4,Medical
8700,52,Female,R&D,Developer,7930,8,1,4,10,Yes,4,1,3,Life Sciences
8701,48,Female,IT,Analyst,8729,10,8,1,6,No,3,4,2,Technical Degree
8702,33,Female,HR,Sales Executive,8561,6,2,0,10,No,1,3,2,Technical Degree
8703,52,Male,IT,Research Scientist,16164,14,4,6,11,No,1,4,2,Medical
8704,53,Male,HR,HR Specialist,18066,17,6,9,12,No,4,4,1,Other
8705,53,Female,Finance,Research Scientist,16430,19,12,9,4,No,1,3,1,Human Resources
8707,42,Female,Sales,Analyst,4790,15,13,1,2,Yes,3,1,1,Other
8708,31,Female,Finance,Research Scientist,6144,11,11,2,10,No,3,3,3,Marketing
8709,37,Male,IT,Developer,14712,16,13,7,1,No,2,1,3,Other
8710,28,Female,HR,Manager,9967,14,11,3,5,No,4,4,4,Marketing
8711,25,Male,Sales,Developer,19539,18,1,4,4,No,1,4,2,Medical
8713,46,Male,Finance,Manager,7343,11,3,7,14,Yes,4,1,4,Medical
8714,52,Female,IT,Manager,12643,16,0,0,1,No,3,3,4,Other
8718,38,Male,HR,Manager,3939,16,2,0,4,No,4,2,1,Marketing
8721,56,Female,IT,Research Scientist,10090,10,1,0,5,No,4,4,3,Life Sciences
8722,59,Male,Finance,Analyst,7362,15,7,1,2,No,1,4,1,Marketing
8723,43,Male,R&D,Manager,18066,14,6,2,9,No,4,4,4,Marketing
8724,48,Male,HR,Research Scientist,14965,7,2,7,10,No,1,3,1,Human Resources
8725,58,Male,Sales,Manager,19444,14,0,4,2,No,2,2,4,Medical
8730,42,Male,R&D,Research Scientist,15810,5,3,1,2,No,2,2,3,Life Sciences
8732,57,Female,Finance,Developer,19634,6,3,0,13,No,1,2,3,Medical
8734,38,Female,R&D,Developer,10429,4,4,6,7,No,2,3,1,Medical
8735,47,Female,Sales,Analyst,14332,4,2,7,9,No,4,1,3,Life Sciences
8736,43,Male,HR,HR Specialist,12477,17,14,7,1,Yes,3,1,3,Other
8737,49,Male,R&D,HR Specialist,18077,10,10,5,6,No,1,3,1,Marketing
8738,22,Female,Sales,HR Specialist,12979,7,1,6,6,No,4,2,1,Human Resources
8739,57,Male,Finance,Sales Executive,9600,19,14,3,8,No,3,3,1,Human Resources
8740,58,Female,Sales,Manager,7814,10,1,9,7,Yes,1,4,4,Marketing
8741,23,Male,Sales,Developer,14629,18,7,6,10,Yes,1,2,3,Marketing
8742,38,Male,Finance,Analyst,8044,18,12,6,8,No,2,3,1,Human Resources
8747,32,Male,IT,Research Scientist,18383,1,0,2,2,No,3,4,1,Life Sciences
8749,37,Male,HR,HR Specialist,18848,18,12,0,6,Yes,2,4,3,Life Sciences
8751,29,Male,HR,HR Specialist,17147,10,2,4,4,No,2,1,1,Technical Degree
8752,34,Female,R&D,HR Specialist,4488,7,2,0,3,No,1,1,1,Marketing
8753,38,Male,HR,HR Specialist,4453,7,0,0,4,No,3,2,3,Life Sciences
8754,45,Female,Finance,Sales Executive,11084,13,10,5,11,Yes,2,2,3,Technical Degree
8755,24,Male,Finance,Analyst,14632,12,3,4,4,No,1,4,1,Life Sciences
8756,51,Male,Finance,HR Specialist,7559,9,9,4,3,No,1,1,1,Life Sciences
8757,34,Female,Finance,Research Scientist,9240,16,13,1,4,Yes,1,3,4,Other
8759,28,Male,Finance,Analyst,4515,19,11,8,8,No,3,2,3,Marketing
8760,30,Female,Finance,Manager,15113,13,10,4,6,No,1,3,4,Human Resources
8761,40,Male,Finance,HR Specialist,18712,7,1,2,0,No,3,2,1,Human Resources
8764,44,Female,Finance,Research Scientist,9085,5,2,5,1,No,3,1,4,Life Sciences
8768,54,Male,Sales,Sales Executive,7226,9,0,6,11,Yes,3,4,3,Other
8771,32,Female,R&D,Research Scientist,18111,19,3,3,1,No,3,3,4,Human Resources
8773,28,Female,Sales,HR Specialist,15157,12,5,2,14,No,4,3,3,Marketing
8774,52,Male,Finance,Developer,8187,6,2,4,9,No,2,1,2,Other
8777,37,Female,Sales,Developer,10018,11,11,8,8,No,3,2,2,Medical
8779,38,Male,Sales,Research Scientist,11655,14,1,1,5,No,3,3,3,Other
8781,27,Male,IT,HR Specialist,9891,16,13,5,6,No,1,1,1,Technical Degree
8782,30,Male,Sales,Analyst,19519,13,13,9,12,No,4,3,3,Life Sciences
8784,52,Male,HR,HR Specialist,12768,12,7,0,12,No,1,1,1,Other
8785,33,Female,HR,HR Specialist,14117,9,4,3,3,No,2,4,3,Life Sciences
8786,44,Male,R&D,Sales Executive,8506,17,0,1,11,No,4,1,3,Medical
8788,57,Female,Sales,Developer,12913,11,2,6,8,No,3,1,3,Marketing
8789,57,Male,R&D,Manager,11785,12,3,2,13,No,1,1,2,Marketing
8791,45,Male,R&D,Developer,11797,17,7,0,9,Yes,1,4,2,Medical
8792,38,Female,Finance,Sales Executive,4469,10,7,1,11,No,3,2,1,Medical
8795,33,Female,HR,Research Scientist,8332,13,7,2,7,No,3,2,4,Life Sciences
8796,22,Female,Finance,HR Specialist,8797,19,11,9,6,Yes,3,1,1,Technical Degree
8797,42,Male,Sales,Research Scientist,17786,4,4,6,5,No,1,4,4,Marketing
8798,40,Female,IT,Sales Executive,14918,19,12,9,10,No,2,1,2,Human Resources
8800,39,Female,IT,Manager,11876,8,0,1,2,Yes,1,3,2,Technical Degree
8803,31,Male,Sales,Sales Executive,9941,18,10,0,10,No,3,2,2,Marketing
8804,36,Male,IT,Manager,13863,12,8,7,7,No,1,4,2,Human Resources
8806,25,Female,Finance,Research Scientist,5397,13,10,4,7,No,3,4,3,Technical Degree
8809,36,Female,IT,Manager,16776,11,6,2,12,No,1,1,2,Marketing
8810,38,Female,R&D,HR Specialist,10159,19,3,2,6,Yes,4,3,4,Technical Degree
8814,39,Female,HR,HR Specialist,9813,14,6,5,11,No,2,3,2,Other
8815,22,Male,R&D,Sales Executive,4909,14,8,7,14,No,3,2,3,Human Resources
8816,56,Female,IT,Developer,11469,7,5,8,7,No,2,1,2,Other
8817,52,Male,Sales,Manager,16543,15,1,3,12,Yes,1,2,4,Other
8819,24,Female,HR,Developer,17609,19,12,7,4,No,1,1,1,Human Resources
8822,40,Female,R&D,Developer,19320,3,2,9,13,No,1,1,4,Other
8825,54,Male,Sales,Analyst,4924,7,7,5,11,Yes,1,1,4,Other
8827,50,Male,HR,HR Specialist,14991,16,10,8,12,No,2,1,4,Human Resources
8828,47,Female,IT,Research Scientist,18161,11,4,9,8,No,1,4,2,Marketing
8830,35,Male,IT,Manager,18253,14,2,4,14,Yes,4,2,1,Other
8831,48,Male,IT,Research Scientist,17135,17,12,8,14,No,4,3,4,Medical
8832,54,Male,Sales,Research Scientist,19655,8,0,8,14,No,1,2,2,Human Resources
8833,43,Female,HR,Manager,10751,4,4,1,12,No,4,4,3,Other
8835,44,Female,Finance,Developer,18117,16,9,7,5,No,2,3,1,Marketing
8836,42,Male,HR,Manager,19714,11,10,1,4,Yes,4,3,2,Other
8837,44,Male,HR,HR Specialist,8871,13,2,9,9,No,2,4,4,Life Sciences
8838,25,Male,R&D,Manager,13859,7,3,6,6,No,4,1,4,Other
8842,42,Male,Finance,Manager,4827,15,3,9,0,Yes,2,4,3,Other
8843,47,Female,Finance,Research Scientist,13027,19,2,4,8,No,3,4,2,Other
8845,59,Male,HR,Sales Executive,10184,19,5,2,9,No,2,1,4,Other
8846,45,Male,Sales,Developer,18571,9,5,5,4,Yes,1,1,1,Other
8847,32,Male,HR,Research Scientist,15128,7,0,0,8,No,4,2,3,Medical
8850,22,Male,IT,Sales Executive,19016,9,0,6,13,No,1,4,3,Human Resources
8851,40,Female,IT,Analyst,4558,18,14,8,6,No,1,1,4,Human Resources
8853,35,Female,R&D,Research Scientist,16835,7,6,3,14,No,1,1,1,Life Sciences
8854,35,Female,IT,HR Specialist,6724,8,5,1,11,No,2,2,3,Life Sciences
8855,37,Male,Finance,HR Specialist,14320,12,10,4,4,No,3,1,1,Life Sciences
8856,54,Male,Sales,HR Specialist,7693,13,1,0,6,Yes,1,1,2,Medical
8857,34,Male,R&D,Research Scientist,18633,5,3,4,4,No,2,2,4,Technical Degree
8859,33,Female,Finance,HR Specialist,19324,8,2,2,12,Yes,1,4,4,Marketing
8860,59,Male,Finance,Developer,15119,12,10,6,0,No,3,3,4,Marketing
8862,54,Male,Sales,Manager,7242,1,1,2,4,No,1,4,4,Other
8864,26,Female,IT,Analyst,13251,12,1,8,3,Yes,4,1,3,Marketing
8865,27,Male,Finance,Manager,9198,18,0,3,10,No,3,2,4,Technical Degree
8867,37,Male,R&D,Sales Executive,16433,5,2,2,9,No,1,2,1,Medical
8869,46,Male,Finance,Manager,4617,16,7,4,13,No,3,4,2,Marketing
8872,31,Male,Finance,Manager,16870,18,0,2,11,No,4,3,2,Medical
8874,31,Female,R&D,Sales Executive,18138,14,5,6,0,No,2,3,4,Other
8876,34,Male,HR,Sales Executive,14763,17,5,6,12,No,2,2,2,Technical Degree
8877,24,Female,Sales,Sales Executive,16983,9,8,0,8,No,1,2,1,Human Resources
8880,40,Female,HR,HR Specialist,6503,17,2,8,10,No,2,2,2,Human Resources
8881,44,Male,Sales,Developer,14719,9,5,6,9,No,1,3,3,Human Resources
8882,53,Male,Sales,HR Specialist,18863,9,9,4,3,No,3,4,2,Marketing
8885,55,Female,IT,Manager,13675,19,3,2,12,Yes,1,4,3,Other
8886,54,Female,R&D,Developer,9539,13,9,0,0,Yes,3,4,4,Life Sciences
8888,24,Male,HR,Sales Executive,19333,8,2,6,9,No,3,3,2,Other
8890,45,Male,Finance,Research Scientist,7210,7,6,4,9,No,4,1,4,Life Sciences
8891,43,Male,HR,Analyst,7971,19,6,9,13,No,4,4,2,Human Resources
8892,44,Male,HR,Analyst,18845,4,4,0,14,No,2,3,3,Technical Degree
8893,51,Male,Sales,HR Specialist,7226,19,11,6,3,No,3,4,1,Other
8894,39,Male,R&D,Sales Executive,4954,17,14,7,13,No,1,3,3,Human Resources
8896,28,Male,IT,Sales Executive,13710,10,0,0,13,No,1,4,4,Other
8897,54,Male,Sales,HR Specialist,11305,19,5,3,13,Yes,1,2,4,Human Resources
8898,26,Male,R&D,Sales Executive,9161,10,5,8,2,No,1,2,1,Technical Degree
8899,49,Male,Finance,HR Specialist,8461,13,2,1,0,Yes,1,4,1,Human Resources
8900,29,Male,Sales,Sales Executive,12677,12,4,0,9,Yes,2,4,3,Other
8902,25,Female,R&D,Analyst,10980,15,6,0,6,No,1,1,4,Technical Degree
8904,26,Male,Sales,HR Specialist,17124,12,8,0,12,No,3,4,2,Marketing
8905,54,Male,HR,Analyst,14875,19,5,5,7,Yes,3,3,4,Marketing
8906,26,Male,IT,Research Scientist,4995,4,4,8,5,Yes,2,4,2,Life Sciences
8907,59,Male,IT,Research Scientist,13301,18,9,4,0,No,3,4,3,Other
8908,55,Female,R&D,Developer,3595,9,4,3,6,No,4,1,1,Human Resources
8909,47,Female,IT,HR Specialist,16378,4,4,7,12,No,4,3,2,Medical
8913,54,Female,HR,HR Specialist,15947,4,3,0,13,No,2,3,1,Other
8914,54,Female,IT,Developer,18097,1,1,2,14,No,4,3,4,Technical Degree
8917,37,Female,Finance,Analyst,9381,11,7,0,10,No,3,4,3,Human Resources
8919,47,Male,Sales,Manager,7130,12,10,1,8,No,3,1,1,Technical Degree
8920,44,Male,R&D,Developer,5917,16,7,5,9,No,1,3,4,Life Sciences
8923,33,Female,HR,HR Specialist,7365,12,3,8,1,No,1,1,3,Medical
8924,22,Male,HR,Developer,18202,2,1,9,11,No,1,4,4,Life Sciences
8925,30,Female,Finance,Sales Executive,13933,19,4,4,3,No,3,4,3,Life Sciences
8926,24,Male,IT,Developer,12145,8,5,2,1,No,1,3,3,Technical Degree
8929,37,Male,Finance,HR Specialist,5458,4,3,8,10,No,4,4,1,Medical
8930,45,Female,Finance,Sales Executive,9355,7,3,0,13,No,2,4,1,Technical Degree
8933,55,Male,R&D,Manager,6337,5,0,9,3,No,3,4,1,Technical Degree
8934,54,Male,R&D,Developer,9003,6,2,8,14,No,4,4,3,Medical
8935,45,Male,Sales,Analyst,14024,12,9,2,0,Yes,3,2,4,Marketing
8938,23,Female,IT,Research Scientist,17267,3,1,1,3,No,1,4,3,Medical
8939,28,Male,Finance,Sales Executive,10655,4,1,1,3,No,4,3,1,Life Sciences
